conflict_phase,total_fare_usd
Pre-Iran Escalation,1429.34
Pre-Iran Escalation,1373.06
Pre-Iran Escalation,1619.61
Pre-Iran Escalation,1486.73
Pre-Iran Escalation,1404.18
Pre-Iran Escalation,1582.92
Pre-Iran Escalation,1470.32
Pre-Iran Escalation,1401.9
Pre-Iran Escalation,1420.8
Pre-Iran Escalation,1534.08
Pre-Iran Escalation,1426.64
US-Iran War Conflict,3183.69
US-Iran War Conflict,2750.98
US-Iran War Conflict,2947.03
US-Iran War Conflict,3284.41
Pre-Pandemic Baseline,433.55
Pre-Pandemic Baseline,428.15
Pre-Pandemic Baseline,448.42
Pre-Pandemic Baseline,436.3
Pre-Pandemic Baseline,442.23
Pre-Pandemic Baseline,491.64
Pre-Pandemic Baseline,487.34
Pre-Pandemic Baseline,498.15
Pre-Pandemic Baseline,462.0
Pre-Pandemic Baseline,418.03
Pre-Pandemic Baseline,422.34
Pre-Pandemic Baseline,493.49
Pre-Pandemic Baseline,423.04
Pre-Pandemic Baseline,453.73
COVID-19 Collapse,134.93
COVID-19 Collapse,117.61
COVID-19 Collapse,171.72
COVID-19 Collapse,165.54
COVID-19 Collapse,141.45
COVID-19 Collapse,170.72
COVID-19 Collapse,123.51
COVID-19 Collapse,146.56
COVID-19 Collapse,181.73
COVID-19 Collapse,201.31
COVID-19 Collapse,141.99
COVID-19 Collapse,173.22
COVID-19 Collapse,143.72
COVID-19 Collapse,253.09
COVID-19 Collapse,170.48
Recovery & Surge,585.32
Recovery & Surge,578.77
Recovery & Surge,584.53
Recovery & Surge,507.25
Recovery & Surge,636.19
Recovery & Surge,537.34
Recovery & Surge,561.54
Recovery & Surge,583.99
Recovery & Surge,626.67
Ukraine War Shock,725.67
Ukraine War Shock,699.09
Ukraine War Shock,639.47
Ukraine War Shock,741.13
Ukraine War Shock,652.48
Ukraine War Shock,719.1
Ukraine War Shock,639.53
Ukraine War Shock,706.0
Ukraine War Shock,660.97
Ukraine War Shock,720.41
Stabilisation,565.35
Stabilisation,460.65
Stabilisation,499.17
Stabilisation,545.26
Stabilisation,538.29
Stabilisation,566.05
Stabilisation,549.13
Stabilisation,476.81
Stabilisation,485.16
Gaza-Israel Conflict,537.29
Gaza-Israel Conflict,470.72
Gaza-Israel Conflict,525.08
Gaza-Israel Conflict,576.12
Gaza-Israel Conflict,492.38
Gaza-Israel Conflict,472.41
Gaza-Israel Conflict,479.99
Gaza-Israel Conflict,523.01
Gaza-Israel Conflict,508.55
Gaza-Israel Conflict,459.24
Gaza-Israel Conflict,565.95
Gaza-Israel Conflict,447.86
Gaza-Israel Conflict,544.44
Gaza-Israel Conflict,480.59
Pre-Iran Escalation,527.09
Pre-Iran Escalation,554.47
Pre-Iran Escalation,555.38
Pre-Iran Escalation,524.66
Pre-Iran Escalation,543.46
Pre-Iran Escalation,611.33
Pre-Iran Escalation,492.22
Pre-Iran Escalation,594.76
Pre-Iran Escalation,505.94
Pre-Iran Escalation,538.76
Pre-Iran Escalation,537.49
Pre-Iran Escalation,508.24
US-Iran War Conflict,1173.39
US-Iran War Conflict,1305.74
US-Iran War Conflict,1325.53
US-Iran War Conflict,1378.93
Pre-Pandemic Baseline,68.22
Pre-Pandemic Baseline,68.32
Pre-Pandemic Baseline,56.71
Pre-Pandemic Baseline,57.58
Pre-Pandemic Baseline,58.35
Pre-Pandemic Baseline,64.77
Pre-Pandemic Baseline,62.98
Pre-Pandemic Baseline,67.9
Pre-Pandemic Baseline,63.53
Pre-Pandemic Baseline,69.32
Pre-Pandemic Baseline,68.03
Pre-Pandemic Baseline,65.13
Pre-Pandemic Baseline,69.07
Pre-Pandemic Baseline,58.53
COVID-19 Collapse,17.54
COVID-19 Collapse,24.92
COVID-19 Collapse,26.03
COVID-19 Collapse,26.11
COVID-19 Collapse,26.7
COVID-19 Collapse,21.96
COVID-19 Collapse,17.11
COVID-19 Collapse,18.54
COVID-19 Collapse,24.55
COVID-19 Collapse,32.53
COVID-19 Collapse,29.47
COVID-19 Collapse,22.45
COVID-19 Collapse,19.87
COVID-19 Collapse,25.06
COVID-19 Collapse,21.31
Recovery & Surge,88.07
Recovery & Surge,86.71
Recovery & Surge,85.84
Recovery & Surge,68.82
Recovery & Surge,80.19
Recovery & Surge,88.6
Recovery & Surge,84.12
Recovery & Surge,73.05
Recovery & Surge,80.66
Ukraine War Shock,108.5
Ukraine War Shock,108.45
Ukraine War Shock,96.7
Ukraine War Shock,101.25
Ukraine War Shock,86.47
Ukraine War Shock,95.76
Ukraine War Shock,90.39
Ukraine War Shock,106.81
Ukraine War Shock,97.44
Ukraine War Shock,106.75
Stabilisation,67.36
Stabilisation,69.54
Stabilisation,66.81
Stabilisation,73.92
Stabilisation,76.43
Stabilisation,64.24
Stabilisation,67.52
Stabilisation,74.18
Stabilisation,65.35
Gaza-Israel Conflict,65.7
Gaza-Israel Conflict,72.31
Gaza-Israel Conflict,69.26
Gaza-Israel Conflict,73.24
Gaza-Israel Conflict,76.37
Gaza-Israel Conflict,75.99
Gaza-Israel Conflict,68.68
Gaza-Israel Conflict,66.76
Gaza-Israel Conflict,77.93
Gaza-Israel Conflict,74.38
Gaza-Israel Conflict,73.74
Gaza-Israel Conflict,66.72
Gaza-Israel Conflict,86.81
Gaza-Israel Conflict,74.79
Pre-Iran Escalation,69.65
Pre-Iran Escalation,78.38
Pre-Iran Escalation,87.65
Pre-Iran Escalation,72.76
Pre-Iran Escalation,77.76
Pre-Iran Escalation,77.6
Pre-Iran Escalation,76.89
Pre-Iran Escalation,76.2
Pre-Iran Escalation,74.91
Pre-Iran Escalation,73.89
Pre-Iran Escalation,77.79
Pre-Iran Escalation,76.21
US-Iran War Conflict,168.56
US-Iran War Conflict,182.48
US-Iran War Conflict,201.57
US-Iran War Conflict,209.76
Pre-Pandemic Baseline,186.64
Pre-Pandemic Baseline,177.99
Pre-Pandemic Baseline,193.47
Pre-Pandemic Baseline,177.14
Pre-Pandemic Baseline,171.57
Pre-Pandemic Baseline,188.13
Pre-Pandemic Baseline,176.26
Pre-Pandemic Baseline,186.71
Pre-Pandemic Baseline,170.18
Pre-Pandemic Baseline,204.27
Pre-Pandemic Baseline,177.73
Pre-Pandemic Baseline,199.09
Pre-Pandemic Baseline,200.85
Pre-Pandemic Baseline,160.03
COVID-19 Collapse,74.37
COVID-19 Collapse,63.41
COVID-19 Collapse,65.87
COVID-19 Collapse,49.0
COVID-19 Collapse,74.91
COVID-19 Collapse,54.13
COVID-19 Collapse,91.01
COVID-19 Collapse,45.01
COVID-19 Collapse,87.75
COVID-19 Collapse,61.75
COVID-19 Collapse,66.77
COVID-19 Collapse,68.67
COVID-19 Collapse,93.53
COVID-19 Collapse,65.68
COVID-19 Collapse,73.94
Recovery & Surge,208.9
Recovery & Surge,202.32
Recovery & Surge,203.86
Recovery & Surge,199.65
Recovery & Surge,223.27
Recovery & Surge,228.75
Recovery & Surge,232.51
Recovery & Surge,196.01
Recovery & Surge,255.92
Ukraine War Shock,318.2
Ukraine War Shock,272.15
Ukraine War Shock,289.69
Ukraine War Shock,292.03
Ukraine War Shock,263.08
Ukraine War Shock,260.49
Ukraine War Shock,265.79
Ukraine War Shock,275.8
Ukraine War Shock,257.37
Ukraine War Shock,268.84
Stabilisation,199.47
Stabilisation,217.48
Stabilisation,216.82
Stabilisation,176.71
Stabilisation,217.41
Stabilisation,221.38
Stabilisation,194.45
Stabilisation,192.79
Stabilisation,195.92
Gaza-Israel Conflict,202.06
Gaza-Israel Conflict,179.83
Gaza-Israel Conflict,204.44
Gaza-Israel Conflict,213.91
Gaza-Israel Conflict,193.74
Gaza-Israel Conflict,190.18
Gaza-Israel Conflict,188.86
Gaza-Israel Conflict,216.88
Gaza-Israel Conflict,209.81
Gaza-Israel Conflict,177.79
Gaza-Israel Conflict,206.62
Gaza-Israel Conflict,199.82
Gaza-Israel Conflict,208.51
Gaza-Israel Conflict,219.61
Pre-Iran Escalation,180.97
Pre-Iran Escalation,202.4
Pre-Iran Escalation,236.48
Pre-Iran Escalation,231.96
Pre-Iran Escalation,212.61
Pre-Iran Escalation,247.68
Pre-Iran Escalation,180.98
Pre-Iran Escalation,222.49
Pre-Iran Escalation,182.91
Pre-Iran Escalation,220.38
Pre-Iran Escalation,209.75
Pre-Iran Escalation,200.61
US-Iran War Conflict,485.36
US-Iran War Conflict,447.49
US-Iran War Conflict,392.37
US-Iran War Conflict,569.79
Pre-Pandemic Baseline,2949.02
Pre-Pandemic Baseline,3046.03
Pre-Pandemic Baseline,2894.88
Pre-Pandemic Baseline,3076.3
Pre-Pandemic Baseline,3135.69
Pre-Pandemic Baseline,2841.52
Pre-Pandemic Baseline,2572.99
Pre-Pandemic Baseline,2692.87
Pre-Pandemic Baseline,3157.22
Pre-Pandemic Baseline,3078.15
Pre-Pandemic Baseline,2839.64
Pre-Pandemic Baseline,2717.65
Pre-Pandemic Baseline,2882.69
Pre-Pandemic Baseline,2800.67
COVID-19 Collapse,969.97
COVID-19 Collapse,695.94
COVID-19 Collapse,754.59
COVID-19 Collapse,1415.24
COVID-19 Collapse,1084.02
COVID-19 Collapse,1188.93
COVID-19 Collapse,805.86
COVID-19 Collapse,1383.98
COVID-19 Collapse,1217.27
COVID-19 Collapse,1360.65
COVID-19 Collapse,1437.45
COVID-19 Collapse,1062.56
COVID-19 Collapse,1260.1
COVID-19 Collapse,1078.54
COVID-19 Collapse,1262.25
Recovery & Surge,3534.86
Recovery & Surge,3978.94
Recovery & Surge,4032.11
Recovery & Surge,3457.38
Recovery & Surge,3893.7
Recovery & Surge,4376.49
Recovery & Surge,3455.84
Recovery & Surge,3678.0
Recovery & Surge,3325.7
Ukraine War Shock,5151.01
Ukraine War Shock,5032.4
Ukraine War Shock,4798.86
Ukraine War Shock,4245.02
Ukraine War Shock,4008.94
Ukraine War Shock,4663.48
Ukraine War Shock,4129.14
Ukraine War Shock,4542.27
Ukraine War Shock,4238.66
Ukraine War Shock,4719.98
Stabilisation,3408.79
Stabilisation,3324.05
Stabilisation,3155.38
Stabilisation,3296.64
Stabilisation,3490.3
Stabilisation,3111.12
Stabilisation,3733.71
Stabilisation,3318.45
Stabilisation,3397.19
Gaza-Israel Conflict,3228.79
Gaza-Israel Conflict,3093.56
Gaza-Israel Conflict,3126.28
Gaza-Israel Conflict,3151.82
Gaza-Israel Conflict,2826.2
Gaza-Israel Conflict,3438.6
Gaza-Israel Conflict,3406.05
Gaza-Israel Conflict,2932.51
Gaza-Israel Conflict,3437.94
Gaza-Israel Conflict,3138.89
Gaza-Israel Conflict,3749.5
Gaza-Israel Conflict,2938.35
Gaza-Israel Conflict,3095.19
Gaza-Israel Conflict,3381.4
Pre-Iran Escalation,3190.06
Pre-Iran Escalation,3632.64
Pre-Iran Escalation,3738.32
Pre-Iran Escalation,3650.59
Pre-Iran Escalation,3929.21
Pre-Iran Escalation,4131.8
Pre-Iran Escalation,3073.02
Pre-Iran Escalation,3432.69
Pre-Iran Escalation,3088.16
Pre-Iran Escalation,3575.25
Pre-Iran Escalation,3226.97
Pre-Iran Escalation,3478.35
US-Iran War Conflict,6445.1
US-Iran War Conflict,6487.99
US-Iran War Conflict,7249.93
US-Iran War Conflict,7856.44
Pre-Pandemic Baseline,1166.07
Pre-Pandemic Baseline,1333.81
Pre-Pandemic Baseline,1250.92
Pre-Pandemic Baseline,1136.34
Pre-Pandemic Baseline,1119.04
Pre-Pandemic Baseline,1048.46
Pre-Pandemic Baseline,1096.44
Pre-Pandemic Baseline,1351.71
Pre-Pandemic Baseline,1136.24
Pre-Pandemic Baseline,1314.31
Pre-Pandemic Baseline,1260.15
Pre-Pandemic Baseline,1216.0
Pre-Pandemic Baseline,1300.45
Pre-Pandemic Baseline,1222.77
COVID-19 Collapse,360.69
COVID-19 Collapse,385.81
COVID-19 Collapse,266.05
COVID-19 Collapse,497.32
COVID-19 Collapse,596.47
COVID-19 Collapse,511.21
COVID-19 Collapse,456.66
COVID-19 Collapse,551.9
COVID-19 Collapse,322.38
COVID-19 Collapse,562.01
COVID-19 Collapse,571.82
COVID-19 Collapse,729.09
COVID-19 Collapse,566.81
COVID-19 Collapse,368.96
COVID-19 Collapse,611.11
Recovery & Surge,1481.04
Recovery & Surge,1748.39
Recovery & Surge,1473.0
Recovery & Surge,1498.05
Recovery & Surge,1741.92
Recovery & Surge,1655.67
Recovery & Surge,1701.55
Recovery & Surge,1562.96
Recovery & Surge,1634.08
Ukraine War Shock,2259.27
Ukraine War Shock,1861.1
Ukraine War Shock,2049.31
Ukraine War Shock,1728.05
Ukraine War Shock,1803.95
Ukraine War Shock,1833.92
Ukraine War Shock,1850.14
Ukraine War Shock,1903.84
Ukraine War Shock,1845.18
Ukraine War Shock,1967.76
Stabilisation,1465.44
Stabilisation,1396.32
Stabilisation,1401.47
Stabilisation,1316.5
Stabilisation,1494.01
Stabilisation,1369.65
Stabilisation,1238.1
Stabilisation,1459.38
Stabilisation,1388.9
Gaza-Israel Conflict,1300.31
Gaza-Israel Conflict,1169.2
Gaza-Israel Conflict,1469.36
Gaza-Israel Conflict,1371.05
Gaza-Israel Conflict,1217.32
Gaza-Israel Conflict,1349.01
Gaza-Israel Conflict,1414.32
Gaza-Israel Conflict,1278.13
Gaza-Israel Conflict,1466.25
Gaza-Israel Conflict,1411.2
Gaza-Israel Conflict,1503.15
Gaza-Israel Conflict,1313.15
Gaza-Israel Conflict,1405.98
Gaza-Israel Conflict,1554.18
Pre-Iran Escalation,1195.55
Pre-Iran Escalation,1376.3
Pre-Iran Escalation,1404.95
Pre-Iran Escalation,1641.27
Pre-Iran Escalation,1684.11
Pre-Iran Escalation,1447.15
Pre-Iran Escalation,1371.66
Pre-Iran Escalation,1529.28
Pre-Iran Escalation,1296.55
Pre-Iran Escalation,1467.8
Pre-Iran Escalation,1433.84
Pre-Iran Escalation,1372.33
US-Iran War Conflict,3037.35
US-Iran War Conflict,2512.11
US-Iran War Conflict,3287.21
US-Iran War Conflict,2925.57
Pre-Pandemic Baseline,418.69
Pre-Pandemic Baseline,438.54
Pre-Pandemic Baseline,399.96
Pre-Pandemic Baseline,440.68
Pre-Pandemic Baseline,425.51
Pre-Pandemic Baseline,400.44
Pre-Pandemic Baseline,441.02
Pre-Pandemic Baseline,465.34
Pre-Pandemic Baseline,463.64
Pre-Pandemic Baseline,420.21
Pre-Pandemic Baseline,421.53
Pre-Pandemic Baseline,426.8
Pre-Pandemic Baseline,413.8
Pre-Pandemic Baseline,420.83
COVID-19 Collapse,106.81
COVID-19 Collapse,122.76
COVID-19 Collapse,164.49
COVID-19 Collapse,147.92
COVID-19 Collapse,114.94
COVID-19 Collapse,121.23
COVID-19 Collapse,132.69
COVID-19 Collapse,187.01
COVID-19 Collapse,204.85
COVID-19 Collapse,173.6
COVID-19 Collapse,239.77
COVID-19 Collapse,281.73
COVID-19 Collapse,125.91
COVID-19 Collapse,137.73
COVID-19 Collapse,158.38
Recovery & Surge,562.17
Recovery & Surge,478.6
Recovery & Surge,470.87
Recovery & Surge,438.27
Recovery & Surge,547.06
Recovery & Surge,663.38
Recovery & Surge,564.49
Recovery & Surge,573.22
Recovery & Surge,515.96
Ukraine War Shock,702.38
Ukraine War Shock,656.76
Ukraine War Shock,700.61
Ukraine War Shock,696.47
Ukraine War Shock,598.83
Ukraine War Shock,694.15
Ukraine War Shock,597.6
Ukraine War Shock,611.88
Ukraine War Shock,581.51
Ukraine War Shock,617.2
Stabilisation,450.34
Stabilisation,462.49
Stabilisation,531.64
Stabilisation,458.2
Stabilisation,499.54
Stabilisation,476.82
Stabilisation,486.61
Stabilisation,507.15
Stabilisation,424.61
Gaza-Israel Conflict,483.7
Gaza-Israel Conflict,422.2
Gaza-Israel Conflict,436.05
Gaza-Israel Conflict,443.77
Gaza-Israel Conflict,498.69
Gaza-Israel Conflict,503.89
Gaza-Israel Conflict,470.26
Gaza-Israel Conflict,471.31
Gaza-Israel Conflict,483.08
Gaza-Israel Conflict,474.81
Gaza-Israel Conflict,519.52
Gaza-Israel Conflict,468.53
Gaza-Israel Conflict,507.09
Gaza-Israel Conflict,480.98
Pre-Iran Escalation,494.1
Pre-Iran Escalation,471.41
Pre-Iran Escalation,470.28
Pre-Iran Escalation,544.95
Pre-Iran Escalation,528.02
Pre-Iran Escalation,459.03
Pre-Iran Escalation,458.05
Pre-Iran Escalation,496.04
Pre-Iran Escalation,495.91
Pre-Iran Escalation,546.23
Pre-Iran Escalation,468.31
Pre-Iran Escalation,524.37
US-Iran War Conflict,1010.26
US-Iran War Conflict,980.96
US-Iran War Conflict,933.15
US-Iran War Conflict,1263.57
Pre-Pandemic Baseline,71.31
Pre-Pandemic Baseline,65.7
Pre-Pandemic Baseline,68.71
Pre-Pandemic Baseline,70.57
Pre-Pandemic Baseline,70.41
Pre-Pandemic Baseline,70.46
Pre-Pandemic Baseline,65.46
Pre-Pandemic Baseline,63.17
Pre-Pandemic Baseline,65.53
Pre-Pandemic Baseline,70.49
Pre-Pandemic Baseline,61.87
Pre-Pandemic Baseline,75.08
Pre-Pandemic Baseline,64.37
Pre-Pandemic Baseline,75.07
COVID-19 Collapse,20.5
COVID-19 Collapse,19.81
COVID-19 Collapse,15.46
COVID-19 Collapse,29.0
COVID-19 Collapse,23.12
COVID-19 Collapse,20.07
COVID-19 Collapse,31.68
COVID-19 Collapse,23.51
COVID-19 Collapse,16.8
COVID-19 Collapse,17.99
COVID-19 Collapse,39.28
COVID-19 Collapse,32.05
COVID-19 Collapse,35.14
COVID-19 Collapse,28.84
COVID-19 Collapse,33.0
Recovery & Surge,83.5
Recovery & Surge,83.45
Recovery & Surge,78.85
Recovery & Surge,86.67
Recovery & Surge,87.68
Recovery & Surge,88.44
Recovery & Surge,83.41
Recovery & Surge,79.52
Recovery & Surge,87.36
Ukraine War Shock,108.7
Ukraine War Shock,107.36
Ukraine War Shock,103.27
Ukraine War Shock,106.95
Ukraine War Shock,90.85
Ukraine War Shock,101.88
Ukraine War Shock,104.04
Ukraine War Shock,93.45
Ukraine War Shock,94.66
Ukraine War Shock,103.07
Stabilisation,79.11
Stabilisation,80.03
Stabilisation,71.85
Stabilisation,72.7
Stabilisation,81.29
Stabilisation,77.31
Stabilisation,73.84
Stabilisation,72.46
Stabilisation,75.97
Gaza-Israel Conflict,69.88
Gaza-Israel Conflict,72.85
Gaza-Israel Conflict,81.33
Gaza-Israel Conflict,72.13
Gaza-Israel Conflict,76.13
Gaza-Israel Conflict,78.84
Gaza-Israel Conflict,79.97
Gaza-Israel Conflict,71.44
Gaza-Israel Conflict,69.37
Gaza-Israel Conflict,71.66
Gaza-Israel Conflict,89.15
Gaza-Israel Conflict,73.45
Gaza-Israel Conflict,81.36
Gaza-Israel Conflict,69.25
Pre-Iran Escalation,76.25
Pre-Iran Escalation,78.33
Pre-Iran Escalation,85.76
Pre-Iran Escalation,91.39
Pre-Iran Escalation,80.13
Pre-Iran Escalation,79.95
Pre-Iran Escalation,80.64
Pre-Iran Escalation,79.87
Pre-Iran Escalation,75.19
Pre-Iran Escalation,86.53
Pre-Iran Escalation,89.07
Pre-Iran Escalation,83.77
US-Iran War Conflict,152.27
US-Iran War Conflict,157.48
US-Iran War Conflict,230.87
US-Iran War Conflict,209.71
Pre-Pandemic Baseline,158.02
Pre-Pandemic Baseline,167.35
Pre-Pandemic Baseline,181.82
Pre-Pandemic Baseline,185.07
Pre-Pandemic Baseline,149.9
Pre-Pandemic Baseline,150.96
Pre-Pandemic Baseline,178.45
Pre-Pandemic Baseline,173.66
Pre-Pandemic Baseline,170.97
Pre-Pandemic Baseline,156.69
Pre-Pandemic Baseline,172.51
Pre-Pandemic Baseline,162.09
Pre-Pandemic Baseline,180.08
Pre-Pandemic Baseline,169.21
COVID-19 Collapse,62.68
COVID-19 Collapse,46.58
COVID-19 Collapse,65.73
COVID-19 Collapse,75.39
COVID-19 Collapse,60.08
COVID-19 Collapse,58.37
COVID-19 Collapse,59.11
COVID-19 Collapse,59.94
COVID-19 Collapse,70.03
COVID-19 Collapse,82.52
COVID-19 Collapse,64.86
COVID-19 Collapse,69.14
COVID-19 Collapse,78.82
COVID-19 Collapse,68.65
COVID-19 Collapse,89.57
Recovery & Surge,220.66
Recovery & Surge,219.2
Recovery & Surge,214.02
Recovery & Surge,204.67
Recovery & Surge,233.41
Recovery & Surge,223.76
Recovery & Surge,221.45
Recovery & Surge,229.19
Recovery & Surge,201.97
Ukraine War Shock,275.18
Ukraine War Shock,274.34
Ukraine War Shock,277.79
Ukraine War Shock,294.31
Ukraine War Shock,252.43
Ukraine War Shock,278.52
Ukraine War Shock,242.78
Ukraine War Shock,250.84
Ukraine War Shock,243.37
Ukraine War Shock,243.94
Stabilisation,182.69
Stabilisation,198.65
Stabilisation,202.02
Stabilisation,204.28
Stabilisation,199.86
Stabilisation,208.52
Stabilisation,196.22
Stabilisation,213.5
Stabilisation,192.67
Gaza-Israel Conflict,163.81
Gaza-Israel Conflict,193.08
Gaza-Israel Conflict,165.59
Gaza-Israel Conflict,194.91
Gaza-Israel Conflict,194.91
Gaza-Israel Conflict,191.57
Gaza-Israel Conflict,190.54
Gaza-Israel Conflict,171.96
Gaza-Israel Conflict,203.19
Gaza-Israel Conflict,173.27
Gaza-Israel Conflict,219.36
Gaza-Israel Conflict,173.6
Gaza-Israel Conflict,195.19
Gaza-Israel Conflict,188.93
Pre-Iran Escalation,186.05
Pre-Iran Escalation,175.07
Pre-Iran Escalation,203.07
Pre-Iran Escalation,220.26
Pre-Iran Escalation,219.37
Pre-Iran Escalation,214.25
Pre-Iran Escalation,202.6
Pre-Iran Escalation,187.39
Pre-Iran Escalation,180.92
Pre-Iran Escalation,215.82
Pre-Iran Escalation,190.39
Pre-Iran Escalation,184.81
US-Iran War Conflict,317.26
US-Iran War Conflict,340.86
US-Iran War Conflict,450.68
US-Iran War Conflict,465.31
Pre-Pandemic Baseline,3159.69
Pre-Pandemic Baseline,3096.81
Pre-Pandemic Baseline,2758.96
Pre-Pandemic Baseline,2861.72
Pre-Pandemic Baseline,2818.33
Pre-Pandemic Baseline,2924.93
Pre-Pandemic Baseline,2538.01
Pre-Pandemic Baseline,2956.77
Pre-Pandemic Baseline,2752.45
Pre-Pandemic Baseline,2902.01
Pre-Pandemic Baseline,3037.6
Pre-Pandemic Baseline,2969.35
Pre-Pandemic Baseline,2705.11
Pre-Pandemic Baseline,2720.05
COVID-19 Collapse,881.11
COVID-19 Collapse,892.57
COVID-19 Collapse,668.79
COVID-19 Collapse,1267.84
COVID-19 Collapse,760.38
COVID-19 Collapse,1189.52
COVID-19 Collapse,698.99
COVID-19 Collapse,1101.09
COVID-19 Collapse,739.71
COVID-19 Collapse,1126.7
COVID-19 Collapse,1309.96
COVID-19 Collapse,1792.92
COVID-19 Collapse,1374.66
COVID-19 Collapse,1260.79
COVID-19 Collapse,1201.2
Recovery & Surge,3187.29
Recovery & Surge,3280.45
Recovery & Surge,3302.25
Recovery & Surge,3106.43
Recovery & Surge,3999.57
Recovery & Surge,3635.81
Recovery & Surge,3480.54
Recovery & Surge,3212.06
Recovery & Surge,3498.6
Ukraine War Shock,5223.1
Ukraine War Shock,4907.58
Ukraine War Shock,4341.64
Ukraine War Shock,4817.42
Ukraine War Shock,3690.4
Ukraine War Shock,4119.01
Ukraine War Shock,4014.26
Ukraine War Shock,3904.18
Ukraine War Shock,4126.0
Ukraine War Shock,3757.73
Stabilisation,2992.52
Stabilisation,2829.81
Stabilisation,3142.39
Stabilisation,2996.54
Stabilisation,3481.84
Stabilisation,3216.95
Stabilisation,3013.73
Stabilisation,3324.34
Stabilisation,2803.28
Gaza-Israel Conflict,3067.03
Gaza-Israel Conflict,2638.81
Gaza-Israel Conflict,3293.96
Gaza-Israel Conflict,3441.51
Gaza-Israel Conflict,3022.13
Gaza-Israel Conflict,2982.06
Gaza-Israel Conflict,3170.93
Gaza-Israel Conflict,2988.54
Gaza-Israel Conflict,3045.31
Gaza-Israel Conflict,2911.29
Gaza-Israel Conflict,2843.18
Gaza-Israel Conflict,3165.17
Gaza-Israel Conflict,3789.8
Gaza-Israel Conflict,3522.6
Pre-Iran Escalation,2853.56
Pre-Iran Escalation,3220.64
Pre-Iran Escalation,3475.94
Pre-Iran Escalation,3570.17
Pre-Iran Escalation,3294.36
Pre-Iran Escalation,3809.03
Pre-Iran Escalation,3282.72
Pre-Iran Escalation,3365.05
Pre-Iran Escalation,2794.66
Pre-Iran Escalation,3688.3
Pre-Iran Escalation,3217.86
Pre-Iran Escalation,3206.66
US-Iran War Conflict,7944.6
US-Iran War Conflict,6116.31
US-Iran War Conflict,7878.22
US-Iran War Conflict,7453.59
Pre-Pandemic Baseline,1382.12
Pre-Pandemic Baseline,1376.62
Pre-Pandemic Baseline,1260.22
Pre-Pandemic Baseline,1285.99
Pre-Pandemic Baseline,1391.35
Pre-Pandemic Baseline,1248.68
Pre-Pandemic Baseline,1193.95
Pre-Pandemic Baseline,1505.42
Pre-Pandemic Baseline,1371.97
Pre-Pandemic Baseline,1342.94
Pre-Pandemic Baseline,1289.85
Pre-Pandemic Baseline,1379.28
Pre-Pandemic Baseline,1359.12
Pre-Pandemic Baseline,1334.41
COVID-19 Collapse,378.83
COVID-19 Collapse,535.72
COVID-19 Collapse,456.25
COVID-19 Collapse,578.51
COVID-19 Collapse,352.16
COVID-19 Collapse,409.58
COVID-19 Collapse,606.17
COVID-19 Collapse,600.03
COVID-19 Collapse,336.22
COVID-19 Collapse,538.87
COVID-19 Collapse,513.05
COVID-19 Collapse,565.59
COVID-19 Collapse,751.21
COVID-19 Collapse,607.92
COVID-19 Collapse,778.68
Recovery & Surge,1485.72
Recovery & Surge,1514.23
Recovery & Surge,1509.31
Recovery & Surge,1419.24
Recovery & Surge,1935.13
Recovery & Surge,1717.88
Recovery & Surge,1716.79
Recovery & Surge,1505.39
Recovery & Surge,1593.79
Ukraine War Shock,1977.78
Ukraine War Shock,2191.43
Ukraine War Shock,2118.08
Ukraine War Shock,2083.92
Ukraine War Shock,2107.69
Ukraine War Shock,1857.97
Ukraine War Shock,2018.63
Ukraine War Shock,1863.6
Ukraine War Shock,1844.69
Ukraine War Shock,2216.62
Stabilisation,1384.92
Stabilisation,1545.55
Stabilisation,1472.99
Stabilisation,1539.89
Stabilisation,1514.04
Stabilisation,1515.66
Stabilisation,1569.48
Stabilisation,1520.74
Stabilisation,1338.92
Gaza-Israel Conflict,1460.18
Gaza-Israel Conflict,1285.07
Gaza-Israel Conflict,1373.05
Gaza-Israel Conflict,1481.37
Gaza-Israel Conflict,1457.66
Gaza-Israel Conflict,1417.94
Gaza-Israel Conflict,1563.88
Gaza-Israel Conflict,1447.22
Gaza-Israel Conflict,1407.74
Gaza-Israel Conflict,1466.04
Gaza-Israel Conflict,1395.05
Gaza-Israel Conflict,1633.0
Gaza-Israel Conflict,1436.81
Gaza-Israel Conflict,1563.18
Pre-Iran Escalation,1575.01
Pre-Iran Escalation,1333.31
Pre-Iran Escalation,1473.02
Pre-Iran Escalation,1550.47
Pre-Iran Escalation,1620.5
Pre-Iran Escalation,1718.16
Pre-Iran Escalation,1445.2
Pre-Iran Escalation,1530.19
Pre-Iran Escalation,1466.69
Pre-Iran Escalation,1814.58
Pre-Iran Escalation,1749.06
Pre-Iran Escalation,1530.33
US-Iran War Conflict,4017.26
US-Iran War Conflict,3268.37
US-Iran War Conflict,4240.66
US-Iran War Conflict,3920.67
Pre-Pandemic Baseline,388.0
Pre-Pandemic Baseline,391.88
Pre-Pandemic Baseline,457.39
Pre-Pandemic Baseline,390.6
Pre-Pandemic Baseline,471.41
Pre-Pandemic Baseline,421.9
Pre-Pandemic Baseline,387.15
Pre-Pandemic Baseline,427.47
Pre-Pandemic Baseline,434.91
Pre-Pandemic Baseline,481.27
